URN,SPT NAME,DATE,TIME,MAT,LAB NO,PURP,"0061: pH, PHUNITS","0062: Cond @ 20C, uS/cm","0072: Colour Filt, HAZEN","0076: Temp Water, CEL","0077: Cond @ 25C, uS/cm","0081: O Diss% Satn, %","0082: O Dissolved, mg/l","0085: BOD ATU, mg/l","0088: BOD  5 Day-O, mg/l","0092: COD as O2, mg/l","0097: PV N/80 4Hrs, mg/l","0099: C - Organic, mg/l","0111: Ammonia(N), mg/l","0114: N-Kjeldahl, mg/l","0116: N Oxidised, mg/l","0117: Nitrate-N, mg/l","0118: Nitrite-N, mg/l","0119: NH3 un-ion, mg/l","0135: Sld Sus@105C, mg/l","0158: Hardness, mg/l","0162: Alky pH 4_5, mg/l","0172: Chloride Ion, mg/l","0180: Orthophospht, mg/l","0182: SiO2 Rv Filt, mg/l","0183: Sulphate SO4, mg/l","0191: OrthophsFilt, mg/l","0207: Sodium - Na, mg/l","0211: Potassium- K, mg/l","0237: Magnesium-Mg, mg/l","0241: Calcium - Ca, mg/l","0301: C - Org Filt, mg/l","0348: Phosphorus-P, mg/l","0461: DtrgtAncSyn, mg/l","0463: Dtrgt NncSyn, mg/l","0664: Oil & Grs Vs, PRES_/AB","0729: Chlorophyl-A, ug/l","0739: Glycols Poly, mg/l","1128: Oscillatoria, NO/ml","1181: WethPresTemp, UNITLESS","1183: WethPresPrec, UNITLESS","1802: Aphanizomenn, NO/ml","1815: Gomphosphaer, NO/ml","1819: Lyngbya, NO/ml","1825: Phormidium, NO/ml","2613: Coelosphaerm, NO/ml","6396: TurbidityNTU, NTU","6406: Anabaena B, NO/ml","6421: Microcystis, NO/ml","6450: Cu Filtered, ug/l","6455: Zinc - as Zn, ug/l","6516: Liqcolour-st, UNITLESS","6517: Liqcolour-mn, UNITLESS","6518: Liqcolour-se, UNITLESS","6519: Solid colour, UNITLESS","6520: Solid quanty, UNITLESS","6521: SolidTexture, UNITLESS","6522: Odour Nature, UNITLESS","6523: OdourStrengt, UNITLESS","6528: Weth-Visibty, UNITLESS","6529: Weth7Dy-Prec, UNITLESS","6530: Weth7Dy-Temp, UNITLESS","6531: Weth7Dy-Vsy, UNITLESS","6821: LAS, mg/l","6832: N Digested, ug/l","6841: Phenol, PRES_/AB","6842: P Digested, ug/l","7887: CHLOROPHYLL, ug/l","7888: CHLOR A, ug/l","8296: Obs Flow ROC, Coded","9238: Nonyl Phenol, ug/l","9638: Foam Visible, PRES_/AB","9686: Nitrogen - N, mg/l","9856: OrthophsFilt, mg/l","9901: O Diss %sat, %","9924: O Diss Conc, mg/l","9943: N Oxid Filt, mg/l","9993: NH3 filt N, mg/l"
49400744,RIVER AIRE AT MALHAM TARN,11-Oct-85,1000,2AZZ,23746,ZZ,8.4,,,9,,91,10.5,2,,,,,<0.01,,0.18,0.17,0.01,<0.0004,4,147,131,3,<0.02,1.61,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,4,16,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,03-Dec-85,1140,2AZZ,23747,ZZ,7.9,,,5.3,,91,11.5,1.3,,,,,<0.01,,0.26,0.25,<0.01,<0.0001,<1,141,127,<5,<0.02,0.71,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,2,2,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,10-Apr-86,1140,2AZZ,14913,ZZ,8.1,,,2.5,,97,13.2,3.1,,,,,<0.01,,0.827,0.817,<0.01,<0.0001,13,127,122,13.3,<0.1,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,9,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,02-Jun-86,1200,2AZZ,14914,ZZ,8.8,,,15,,124,12.5,1.2,,,,,<0.01,,0.296,0.286,<0.01,<0.0015,1,114,109,11.1,<0.02,<0.5,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,4,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,06-Aug-86,1240,2AZZ,23246,ZZ,8.7,,,14,,98,10.1,1.7,,,,,0.045,,<0.1,<0.1,<0.01,0.005,<1,75.9,61.7,9.54,<0.1,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,2,3,4,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,10-Oct-86,1225,2AZZ,30892,ZZ,8.5,,,12.1,,98,10.5,2.5,,,,,<0.04,,<0.1,<0.1,<0.01,<0.0026,4,85.4,74.2,9.73,<0.1,0.33,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,4,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,02-Dec-86,1120,2AZZ,30893,ZZ,8.1,,,5.6,,89,11.2,1.3,,,,,0.197,,0.467,0.447,0.02,0.0032,3,128,119,8.92,<0.02,0.69,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,2,2,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,05-Feb-87,1135,2AZZ,6689,ZZ,8.4,,,4.3,,99,12.8,1.6,,,,,0.044,,0.389,0.378,0.011,0.0013,5,136,119,7.27,<0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,09-Apr-87,1205,2AZZ,15139,ZZ,7.8,,,6.2,,96,11.9,2,,,,,<0.04,,<0.1,<0.1,0.015,<0.0003,3,133,103,13.1,<0.1,<0.5,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,4,1,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,01-Jun-87,1215,2AZZ,15140,ZZ,8.9,,,14,,101,10.4,1.25,,,,,<0.01,,<0.1,<0.1,<0.01,<0.0017,2,93.3,87.9,9.34,<0.1,1.99,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,4,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,05-Aug-87,1135,2AZZ,24663,ZZ,8.6,,,15.6,,120,11.9,1.3,,,,,<0.01,,<0.1,<0.1,<0.01,<0.001,3,70.2,81.5,6.95,<0.02,<0.5,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,3,3,4,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,09-Oct-87,1130,2AZZ,32948,ZZ,8.2,,,8.2,,92,10.8,1.2,,,,,<0.01,,<0.1,<0.1,<0.01,<0.0002,7,123,108,5.87,<0.1,0.764,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,2,3,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,01-Dec-87,1215,2AZZ,32949,ZZ,8.6,,,4,,101,13.25,1.9,,,,,<0.04,,0.399,0.378,0.021,<0.0017,2,154,139,6.45,<0.1,<0.5,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,4,2,2,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,04-Feb-88,1420,2AZZ,8182,ZZ,8.3,,,2.5,,92,12.57,1.9,,,,,<0.01,,0.575,0.565,<0.01,<0.0002,1,128,124,6.86,<0.1,1.45,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,4,2,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,07-Apr-88,0954,2AZZ,17288,ZZ,8.5,,,7,,97,11.7,2.6,,,,,<0.04,,0.322,0.304,0.018,<0.0018,4,149,131,13.9,<0.1,<0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,01-Jun-88,1235,2AZZ,17289,ZZ,7.9,,,,,,11.2,2.85,,,,,<0.04,,<0.1,<0.09,<0.01,,2,105,94.1,13.8,<0.1,<0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,03-Aug-88,1035,2AZZ,26580,ZZ,8.6,,,14.5,,,,2.1,,,,,<0.04,,<0.5,<0.49,<0.01,0.0038,2,104,101,11,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,07-Oct-88,0824,2AZZ,34287,ZZ,8,,,7.5,,88,10.5,,,,,,0.15,,<0.05,<0.05,<0.01,0.0022,3,114,114,<5,<0.1,<0.5,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,29-Nov-88,0844,2AZZ,34288,ZZ,8.2,,,4,,96,12.6,1.05,,,,,<0.04,,0.157,0.147,<0.01,0.0007,5,146,135,9.51,<0.1,1.5,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,02-Feb-89,1012,2AZZ,7478,ZZ,8.3,,,4,,95,12.5,2.1,,,,,<0.04,,0.487,0.477,<0.01,0.0009,6,155,134,7.26,<0.1,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,06-Apr-89,1210,2AZZ,16478,ZZ,8.3,,,4,,101,13.2,1.7,,,,,<0.04,,0.428,0.418,<0.01,0.0009,7,156,121,9.1,<0.1,<0.5,,,,,,,,,,,,,,,2,16,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,02-Jun-89,1535,2AZZ,16479,ZZ,8.8,,,14.9,,118,11.9,2.05,,,,,0.056,,<0.5,<0.49,<0.01,0.0081,7,143,77,8.37,<0.1,<0.5,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,02-Aug-89,1200,2AZZ,26319,ZZ,8.8,,,15.5,,106,10.6,<1,,,,,<0.04,,<0.5,<0.5,<0.01,0.006,1,63.6,44.7,9.06,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,06-Oct-89,1145,2AZZ,33867,ZZ,8.2,,,10.9,,,,1.5,,,,,<0.04,,<0.5,<0.5,<0.01,0.0012,1,86,70.4,9.4,<0.1,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,29-Nov-89,1110,2AZZ,33868,MS,8.5,,,,270,,,1.4,,,,,0.05,,<0.2,<0.2,<0.01,,6,150,110,15,<0.03,<0.1,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,01-Feb-90,1620,2AZZ,6022,MS,8.1,,,2.7,245,106,14.4,2.2,,,,,<0.05,,0.82,,<0.01,0.0006,3,112,94,6.4,<0.03,0.2,,,,,1.335,42.6,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,2,9,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,05-Apr-90,1035,2AZZ,12568,MS,8.4,,,5,247,101,12.9,1.9,,,,,<0.05,,0.45,,<0.01,0.0015,4,130,94,11.8,<0.03,0.43,,,,,<0.5,51.5,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,4,1,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,06-Jun-90,1005,2AZZ,12569,MS,8.7,,,12,191,101,10.9,<0.5,,,,,<0.05,,<0.2,<0.2,<0.01,0.0049,4,89,85,13.6,<0.03,0.1,,,,,<0.5,35.6,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,4,4,2,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,08-Aug-90,1245,2AZZ,20023,MS,8.7,,,12.5,212,98,10.4,1.2,,,,,<0.05,,<0.2,<0.2,<0.01,0.005,1,97,43,16.2,<0.03,0.2,,,,,5.34,30,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,4,1,6,1,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,04-Sep-90,1417,2AZZ,20024,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,,0,0,0,0,,0,0,,,,,,,,,,,4,3,4,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,11-Oct-90,1130,2AZZ,26557,MS,7.2,,,9,242,87,10,1.4,,,,,<0.05,,0.95,,<0.01,0.0001,6,111,125,27.5,<0.03,1.4,,,,,2.973,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,04-Dec-90,1436,2AZZ,26558,MS,8.39,,,5.2,264,96,12.2,2.1,,,,,<0.05,,0.41,,<0.01,0.0015,4,185,116,10.4,<0.03,0.9,,,,,6.007,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,18-Dec-90,1137,2AZZ,26559,MS,7.68,,,1.2,263,81,11.42,2,,,,,0.11,,0.43,,<0.01,0.0005,9,137,36,9.9,<0.03,,,,,,5.036,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,21-Jan-91,1127,2AZZ,6165,UI,7.8,,,1.7,275,104,14.47,1.3,,,,,0.05,,0.68,,<0.01,0.0003,5,140,<10,12.1,<0.03,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,07-Mar-91,1230,2AZZ,6166,MS,7.9,,,5.9,217,100,12.5,1.6,,,,,<0.05,,0.83,,<0.01,0.0005,3,143,111,12.9,<0.03,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,11-Apr-91,1345,2AZZ,14612,MS,8.38,,,9.6,247,96,10.9,1.1,,,,,<0.05,,0.51,,<0.01,0.0021,2,139,101,12.3,<0.03,,,,,,2.67,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,29-Apr-91,1200,2AZZ,14613,MS,8.25,,,6.9,228,102,12.4,1.4,,,,,0.05,,0.44,0.43,0.01,0.0012,1,109,104,18.7,<0.03,,,,,,0.9709,42,,,,,,,,,2,4,,,,,,,,,,,1,0,0,,,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,29-May-91,1130,2AZZ,14614,MS,7.78,,,9.9,370,115,13,0.9,,,,,<0.05,,1.13,1.12,0.01,0.0005,1,196,183,14.1,<0.03,0.8,,,,,2.063,75,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,27-Jun-91,1020,2AZZ,14615,MS,8.33,,,9.7,181,94,10.7,1.4,,,,,<0.05,,<0.2,,<0.01,0.0018,4,96,69,10.9,<0.03,,,,,,3.277,33,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,31-Jul-91,2115,2AZZ,24703,MS,8.05,,,22,177,103,9,0.5,,,,,<0.05,,<0.2,,<0.01,0.0024,11,89,70,9.3,<0.03,0.2,,,,,2.791,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,20-Aug-91,1315,2AZZ,24704,MS,8.61,,,13.2,165,116,12.2,1.8,,,,,0.05,,<0.2,,<0.01,0.0044,2,120,65,9.3,<0.03,,,,,,12.14,28,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,2,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,18-Sep-91,2025,2AZZ,24705,MS,7.94,,,,149,,,2.1,,,,,<0.05,,<0.2,,<0.01,,2,92,64,9,<0.03,0.3,,,,,8.981,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,18-Oct-91,1145,2AZZ,33545,MS,8.01,,,6.1,211,110,13.6,1.2,,,,,<0.05,,<0.2,,<0.01,0.0007,2,108,97,9.1,<0.03,,,,,,2.549,39,,,,,,,,,2,1,,,,,,,,,,,1,0,0,,0,,,,,2,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,11-Nov-91,1205,2AZZ,33546,MS,7.7,,,5.4,229,59,7.5,1.8,,,,,<0.05,,0.44,,<0.01,0.0003,3,120,104,8,<0.03,0.5,,,,,2.427,44,,,,,,,,,2,1,,,,,,,,,,,1,6,,,5,,,,,16,2,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,10-Dec-91,0015,2AZZ,33547,MS,8.5,,,,280,,,2.1,,,,,<0.05,,0.57,,<0.01,,<1,140,120,10,<0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,10-Jan-92,0955,2AZZ,8506,MS,8.04,,,3.1,240,94,12.6,0.7,,,,,<0.05,,0.96,,<0.01,0.0006,3,122,107,8.8,<0.03,0.9,,,,,2.306,45,,,,,,,,,2,1,,,,,,,,,,,1,0,0,,0,,,,,1,2,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,07-Feb-92,0940,2AZZ,8507,MS,8,,,5,244,89,11.3,1.3,,,,,<0.05,,0.87,,<0.01,0.0006,3,,113,8,<0.03,,,,,,,50,,,,,,,,,2,1,,,,,,,,,,,1,0,0,,0,,,,,1,2,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,03-Mar-92,1255,2AZZ,8508,MS,7.73,,,7.3,252,106,12.7,2.1,,,,,<0.05,,0.63,,<0.01,0.0004,3,121.8,113,9,<0.03,0.2,,,,,0.75,47.5,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,03-Apr-92,1510,2AZZ,17876,MS,8.16,,,5.5,263,114,14.3,1.1,,,,,<0.05,,0.5,,<0.01,0.0009,2,118,121,7.9,<0.03,0.22,,,,,2.549,43,,,,,,,,,2,2,,,,,,,,,,,1,0,0,,0,,,,,2,2,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,27-Apr-92,1145,2AZZ,17877,MS,8.17,,,7.2,233,104,12.6,2.6,,,,,<0.05,,0.38,,<0.01,0.0011,<1,119.7,106,8.2,<0.03,,,,,,0.95,46.3,,,,,,,,,2,1,,,,,,,,,,,1,0,0,,0,,,,,1,2,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,28-May-92,1515,2AZZ,17878,MS,8.43,,,17.1,167,84,8.1,1.1,,,,,<0.05,,<0.2,,<0.02,0.0039,1,79.75,68,7.7,0.04,0.1,,,,,0.79,30.6,,,,,,,,,3,2,,,,,,,,,,,1,0,0,,0,,,,,1,5,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,23-Jun-92,1430,2AZZ,17879,MS,9.2,,,18.6,117,103,9.6,4,,,,,<0.05,,<0.2,,<0.01,0.018,1,52.51,38,7,<0.03,,,,,,0.73,19.8,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,25-Jul-92,1710,2AZZ,28317,MS,9.41,,,16.2,98,106,10.4,1,,,,,<0.05,,<0.2,,<0.01,0.0216,<1,45.18,32,6,<0.03,0.33,,,,,0.71,16.9,,,,,,,,,3,2,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,20-Aug-92,1410,2AZZ,28318,MS,8.81,,,16.7,111,115,11.2,0.6,,,,,<0.05,,0.12,,<0.01,0.0083,2,49.92,35,6.6,<0.03,,,,,,0.77,18.7,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,2,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,16-Sep-92,1200,2AZZ,28319,MS,8.12,,,10.9,193,,9.1,0.4,,,,,<0.05,,<0.2,,<0.01,0.0013,<1,83.75,71,5.4,<0.03,0.37,,,,,0.85,32.1,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,2,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,19-Oct-92,1535,2AZZ,36994,MS,8.29,,,,177,,,1.1,,,,,<0.05,,<0.2,,<0.01,,<1,104,94,5.8,<0.03,,,,,,0.978,40,,,,,,,,,2,1,,,,,,,,,,,1,0,0,,0,,,,,1,1,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,10-Nov-92,1145,2AZZ,36995,MS,8.06,,,6,230,83,10.3,1.3,,,,,<0.05,,<0.2,,<0.01,0.0008,20,117.5,112,4.5,<0.03,0.35,,,,,0.9,45.5,,,,,,,,,2,2,,,,,,,,,,,1,0,0,,0,,,,,2,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,05-Jan-93,1615,2AZZ,7961,MS,7.7,,,0.5,245,88,12.6,3,,,,,0.07,,0.24,,<0.01,0.0003,5,143.7,110,4.6,<0.03,1.52,,,,,1.26,55.4,,,,,,,,,1,1,,,,,,,,,,,1,0,0,,0,,,,,1,1,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,02-Feb-93,1425,2AZZ,7962,MS,8.03,,,,240,,,1.4,,,,,0.15,,0.49,,<0.01,,5,115.1,110,10.9,<0.03,,,,,,0.824,44.7,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,02-Mar-93,1315,2AZZ,7963,MS,8.3,,,2.5,237,104,14.2,1.3,,,,,<0.05,,0.43,,<0.01,0.001,6,116.5,118,11.6,<0.03,0.23,,,,,0.9,45.1,,,,,,,,,1,1,,,,,,,,,,,1,6,,,5,,,,,1,1,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,31-Mar-93,1600,2AZZ,7964,MS,8.14,,,,247,,,1.3,,,,,<0.05,,0.44,,<0.01,,<1,120.8,117,12.4,<0.03,<0.1,,,,,0.994,46.7,,,,,,,,,2,1,,,,,,,,,,,1,0,0,,0,,,,,1,2,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,28-Apr-93,1450,2AZZ,8903,MS,8.58,,,13.8,226,113,11.7,1.8,,,,,<0.05,,<0.2,,<0.01,0.0043,3,,98,11.1,<0.03,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,1,6,,,0,,,,,2,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,26-May-93,1500,2AZZ,8904,MS,8.34,,,,195,,,1.5,,,,,<0.05,,<0.2,,<0.01,,2,98.96,88,9.4,<0.03,0.3,,,,,0.839,38.2,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,22-Jun-93,1435,2AZZ,8905,MS,8.4,,,16.4,157,115,11.2,1.4,,,,,<0.05,,<0.2,,<0.01,0.0035,2,89.41,71,8.7,<0.03,,,,,,1.01,34.1,,,,,,,,,3,1,,,,,,,,,,,1,6,,,0,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,16-Aug-93,1510,2AZZ,9211,MS,8.11,,,16.6,172,100,9.7,1.1,,,,,<0.05,,<0.2,,<0.01,0.0019,1,91.14,83,5.9,<0.03,,,,,,0.824,35.1,,,,,,,,,3,1,,,,,,,,,,,1,6,,,5,,,,,2,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,15-Sep-93,1400,2AZZ,9212,MS,8.17,,,,165,,,1.7,,,,,<0.05,,<0.2,,<0.01,,6,99.88,87,5.8,<0.03,0.7,,,,,0.882,38.5,,,,,,,,,3,2,,,,,,,,,,,1,6,,,0,,,,,16,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,12-Oct-93,1630,2AZZ,7352,MS,8.23,,,7.8,218,97,11.5,1.4,,,,,<0.05,,<0.2,,<0.01,0.0013,<1,110.9,108,6.2,<0.03,,,,,,0.826,43,,,,,,,,,3,2,,,,,,,,,,,1,6,,,5,,,,,2,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,12-Nov-93,0945,2AZZ,7353,MS,7.94,,,6.4,212,133,16.4,1.3,,,,,<0.05,,<0.2,,<0.01,0.0006,<1,110.5,100,6.6,<0.03,0.21,,,,,0.733,43,,,,,,,,,3,2,,,,,,,,,,,1,6,,,5,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,08-Dec-93,1310,2AZZ,7354,MS,7.83,,,3.6,231,105,13.9,1.4,,,,,<0.05,,0.16,,<0.01,0.0004,<1,122.4,111,7.3,<0.03,,,,,,0.825,47.6,,,,,,,,,2,10,,,,,,,,,,,1,6,,,5,,,,,2,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,14-Jan-94,1245,2AZZ,H11925,MS,7.75,,,3.5,243,,,1.2,,,,,0.06,,0.44,,<0.01,0.00038,2,125.3,144,14.8,<0.03,0.85,,,,,0.913,48.6,,,,,,,,,3,16,,,,,,,,,,,1,6,,,5,,,,,2,2,,,,,,,,,,,,,105,13.9,,
49400744,RIVER AIRE AT MALHAM TARN,03-Feb-94,1035,2AZZ,H11068,MS,7.76,,,1.6,248,,,0.8,,,,,<0.05,,0.46,,<0.01,<0.00028,3,128.8,118,8.5,<0.03,,,,,,0.934,50,,,,,,,,,2,10,,,,,,,,,,,1,6,,,5,,,,,2,2,,,,,,,,,,,,,97,13.6,,
49400744,RIVER AIRE AT MALHAM TARN,04-Apr-94,0845,2AZZ,H8872,MS,8.06,,,3.8,238,,,2,,,,,<0.05,,0.47,,<0.01,<0.00058,<1,113.1,110,4.2,<0.03,<0.1,,,,,0.559,44.3,,,,,,,,,2,10,,,,,,,,,,,1,0,0,,,,,,,1,3,,,,,,,,,,,,,102,13.4,,
49400744,RIVER AIRE AT MALHAM TARN,27-Apr-94,1525,2AZZ,H16482,MS,7.88,,,12.1,227,,,1.3,,,,,<0.05,,0.34,,<0.01,<0.00081,3,109.6,106,9.6,<0.03,,,,,,0.701,42.7,,,,,,,,,3,1,,,,,,,,,,,1,6,,,5,,,,,2,3,,,,,,,,,,,,,110,11.8,,
